,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
23397,885190840523665411,2017-07-12 17:35:17,C001070,Robert P. Casey,D,PA,The deliberately misleading statements from the @WhiteHouse on Medicaid are now accompanied by a deliberately misleading report.,171598736,-2.0
13506,956533942580064257,2018-01-25 14:27:18,W000799,Timothy James Walz,D,MN,"Just because it’ll take hard work, doesn’t mean VA shouldn’t #DoTheResearch. @realDonaldTrump &amp; @DeptVetAffairs should be doing everything in their power to help vets living w/ PTSD &amp; chronic pain, including medical cannabis research. #Vets4MMJResearch https://t.co/jztjVazQvJ",1262814457,-1.0
13072,953308164564373504,2018-01-16 16:49:12,W000779,Ron Wyden,D,OR,"Just want folks to know, if @realDonaldTrump gets expanded spying powers, Jeff Sessions gets to decide when to use this collection against you.",250188760,-2.0
8033,879362514420723712,2017-06-26 15:35:35,E000215,Anna G. Eshoo,D,CA,@realDonaldTrump &amp; includes a crushing age tax. All this w/o regard for the fact that health care represents 1/6th of our economy 5/ https://t.co/uA10d2XbXK,249348006,-2.0
6885,864541212203724800,2017-05-16 18:01:02,P000096,Bill J. Pascrell,D,NJ,Had enough? Ask you representative to support my resolution tonight to review @realDonaldTrump taxes for conflicts. #CongressMustRequest https://t.co/wh9NImaolh,74508260,-1.0
24038,892082033194708992,2017-07-31 17:58:25,B000287,Xavier Becerra,D,CA,.@POTUS aims to change that by taking military down a discriminatory path rooted in malicious bias towards members of our LGBTQ community.,133832049,-2.0
25270,903244732146601985,2017-08-31 13:15:00,B001273,Diane Black,R,TN,We're ready to work with @POTUS on #TaxReform and deliver on our promise to the American people. Last day of #31ReasonsForTaxReform → https://t.co/rh80u01sgi,110545675,1.0
26920,920672234548555778,2017-10-18 15:25:40,G000565,Paul A. Gosar,R,AZ,"RT @WhiteHouse: ""Our values will endure. Our civilization will thrive. Our people will prosper. And America, the land we love, will thrive.""",240760644,2.0
25988,912639550278774789,2017-09-26 11:26:39,C001038,Joseph Crowley,D,NY,This latest attempt to pass #GrahamCassidy comes as @WhiteHouse is doing everything within its power to undermine our health care system. 8/,111635980,-2.0
10537,918103741584363521,2017-10-11 13:19:24,P000034,Frank J. Pallone,D,NJ,"RT @RepPeteAguilar: .@realDonaldTrump’s attacks on #DREAMers cut to the core of communities, and his extremist immigration ""principles"" wil…",31801993,-2.0
2157,821482649353129984,2017-01-17 22:21:40,R000601,John Ratcliffe,R,TX,Just three more days until @realDonaldTrump is sworn into office! https://t.co/Qk3Wagz38C,2847221717,2.0
11934,938489554381701120,2017-12-06 19:25:20,M000312,James P. McGovern,D,MA,#BREAKING: The @HouseGOP just defeated our 14th attempt to take up #DREAMact since @realDonaldTrump terminated #DACA. This is unacceptable. RT if you agree we must pass #DreamActNow.,242426145,-2.0
17327,836768086611099648,2017-03-01 02:40:32,L000576,Billy Long,R,MO,I applaud @POTUS for highlighting the disaster Obamacare has been for the American people. #JointAddress,1444015610,2.0
11946,938541918635679752,2017-12-06 22:53:25,S000033,Bernard Sanders,I,VT,".@realDonaldTrump Was this a lie? Do you intend to go along with Paul Ryan's plan to cut Medicare, Medicaid and Social Security, or will you keep your promises to the American people? https://t.co/AAzFKC0mzE",29442313,-1.0
12903,951531183283884033,2018-01-11 19:08:07,C001061,Emanuel Cleaver,D,MO,The Majority and @realDonaldTrump just gave a $1.5 trillion handout to the wealthiest people and corporations in the nation. Now they are gearing up to take benefits from those who need it most. #Medicaid https://t.co/2ve5ZeLV2l,163570705,-2.0
11639,935535589331472384,2017-11-28 15:47:20,W000437,Roger F. Wicker,R,MS,Looking forward to @realDonaldTrump’s visit to the Capitol today to talk #TaxReform &amp; other issues. @SenateGOP plan would mean more take-home pay and jobs in Mississippi!,264219447,2.0
22728,877314143568748544,2017-06-20 23:56:06,L000174,Patrick J. Leahy,D,VT,RT @RepJoeKennedy: Our laws should apply equally to every single American. POTUS is no exception &amp; #EmolumentsClause isn’t optional. https:…,242836537,-1.0
29523,958406851946844161,2018-01-30 18:29:34,U000039,Tom S. Udall,D,NM,".@POTUS declared the opioid epidemic a national emergency but has yet to provide real resources or take actions to improve access to prevention, treatment, and recovery programs. Americans need more than lip service. They need solutions that save lives.",60828944,-1.0
2912,825885216321347585,2017-01-30 01:55:54,S001193,Eric Swalwell,D,CA,This wk @realDonaldTrump will likely nominate an extremist to #SupremeCourt. We must #resist that &amp; NOT FORGET refugees &amp; to #ProtectOurCare,942156122,-2.0
7651,872855879774765057,2017-06-08 16:40:33,B001292,Donald Beyer,D,VA,Donald Trump is under investigation for obstruction of justice by special counsel Robert Mueller. https://t.co/N98eXOSeoG,2962868158,-1.0
21801,867785721817550848,2017-05-25 16:53:33,N000002,Jerrold L. Nadler,D,NY,Introduced amendment w/ @tedlieu to require reporting of Secret Service $ paid directly to commercial properties owned by @POTUS. https://t.co/wafjff3m32,40302336,-1.0
8590,888414485505093633,2017-07-21 15:04:53,R000515,Bobby L. Rush,D,IL,"RT @OfficialCBC: We'll say it again: The #ACA isn't failing, @realDonaldTrump is sabotaging it. Our letter: https://t.co/O0sYEj3mD0 https:/…",305216911,-1.0
6360,858097943366205441,2017-04-28 23:17:47,C001066,Kathy Castor,D,FL,74% of Americans want @realDonaldTrump to release #TrumpTaxes. RT if you’re one of them. #Trump100Days,1880674038,-1.0
10667,918578126845857793,2017-10-12 20:44:26,N000147,Eleanor Holmes Norton,D,DC,"#PuertoRico is in the middle of a humanitarian crisis. @realDonaldTrump—instead of abandoning &amp; criticizing them, help them!",23600262,-2.0
22161,871774232744787969,2017-06-05 17:02:28,M001165,Kevin McCarthy,R,CA,Working w/ @POTUS we’re keeping our promise to deliver innovative solutions so government can be more effective and efficient. #MAGA 🇺🇸 https://t.co/DRad8GL0cU,19739126,2.0
5486,850437178886959106,2017-04-07 19:56:38,M001143,Betty Louise McCollum,D,MN,".@realDonaldTrump A plan for Syria must include welcoming Syrian refugees, something @realDonaldTrump extinguished with his discriminatory immigration policy.",516880804,-1.0
3060,826548091620827141,2017-01-31 21:49:56,M001143,Betty Louise McCollum,D,MN,The next Supreme Court justice will affect all Americans. @realDonaldTrump is treating nomination like reality show. https://t.co/iMmWVoxfJa,516880804,-2.0
4945,844295819973054464,2017-03-21 21:13:04,C001072,André Carson,D,IN,Going to the @WhiteHouse tomorrow w/ @OfficialCBC to meet w/ @realDonaldTrump &amp; discuss issues important to #AfricanAmerican communities,199325935,0.0
28867,949344980945993728,2018-01-05 18:20:56,H000874,Steny H. Hoyer,D,MD,"With 146,000 new private sector jobs created in December, our economy continues to demonstrate its resilience. However, in spite of claims by @POTUS, the first year of his administration saw the slowest job growth since 2010. #JobsReport https://t.co/1a6OoeEib2 1/2",22012091,-1.0
19005,846367808871174145,2017-03-27 14:26:25,P000096,Bill J. Pascrell,D,NJ,Speaking at my Business Advisory Committee Meeting &amp; biggest crowd reaction is for @POTUS taxes. #CongressMustRequest https://t.co/3FAhMLxzRs,74508260,-1.0
6817,864145289459978240,2017-05-15 15:47:46,G000553,Al Green,D,TX,"RT @darrensands: Formally calling for the impeachment of @realDonaldTrump, Texas Congressman @RepAlGreen says ""no one is above the law"" in…",156333623,-2.0
2072,820327403423731713,2017-01-14 17:51:08,L000551,Barbara Lee,D,CA,".@HouseGOP has a choice: stand with @repjohnlewis on the side of history, or hide behind Donald Trump's thin-skinned ignorance.",248735463,-1.0
29269,954453776739504128,2018-01-19 20:41:27,S001189,Austin Scott,R,GA,".@VP on #MarchforLife: ""And w/ the courage of all who march on this day, w/ the leadership of @POTUS, &amp; w/ the guidance &amp; grace of God above, I know that we will restore the sanctity of life to the center of American law – for ourselves &amp; our posterity."" https://t.co/KwavmcBnHH",234797704,1.0
2277,822233888399429632,2017-01-20 00:06:50,W000821,Bruce Westerman,R,AR,"One more day until we make America great again! Retweet if you are excited about the inauguration of our 45th president, @realDonaldTrump! https://t.co/zJI1ouhkZE",2852998461,2.0
28337,940658339628843009,2017-12-12 19:03:19,K000378,Adam Kinzinger,R,IL,"Glad to see @POTUS sign #NDAA into law today. It's critical to our @DeptofDefense and our Armed Forces, and core to our mission to leave no man behind. #SIVs https://t.co/1hTxmtt9j5",219429281,2.0
7051,865648230746406913,2017-05-19 19:19:55,M000312,James P. McGovern,D,MA,.@realDonaldTrump bragged to #Russia in @WhiteHouse about firing FBI Director to end #TrumpRussia probe. We need independent commission now! https://t.co/NrCzuf5vtM,242426145,-1.0
19689,850682109589061636,2017-04-08 12:09:54,B001291,Brian Babin,R,TX,Enjoyed hosting our friends at @EconAlliance for a recent tour of @WhiteHouse. Thanks for all you do to help grow our local Houston economy! https://t.co/Rb6ZG1T062,2929491549,0.0
15292,825451437052280833,2017-01-28 21:12:13,S001145,Janice D. Schakowsky,D,IL,"Following @POTUS' appalling executive actions, I will be standing with the immigrant and refugee community and speaking at this event https://t.co/eBBoRzJyUh",24195214,-1.0
13816,958525185908465668,2018-01-31 02:19:47,R000586,James B. Renacci,R,OH,“The state of our union is strong because our people are strong.” -@realDonaldTrump #SOTU,236916916,2.0
7176,867375931010289665,2017-05-24 13:45:11,N000179,Grace F. Napolitano,D,CA,"RT @RepCheri: Between #TrumpCare and #TrumpCuts, @realDonaldTrump has turned his back on small towns &amp; rural America. The broken…",161411080,-2.0
1078,799701540546236416,2016-11-18 19:51:19,W000817,Elizabeth Warren,D,MA,"Instead of embracing the bigotry of his rallies, I urge @realDonaldTrump to reverse his decision to nominate @SenatorSessions for AG.",970207298,-1.0
2593,824276088184565760,2017-01-25 15:21:48,V000081,Nydia M. Velázquez,D,NY,"Remember this 2012 Tweet criticizing @BarackObama's Exec Orders? Now @realDonaldTrump is using EOs to harm women, immigrants, environment https://t.co/SikOovhInr",164369297,-2.0
24464,896499189789728768,2017-08-12 22:30:37,P000597,Chellie Pingree,D,ME,.@POTUS must explicitly condemn violence in #Charlottesville as act of domestic terrorism by white supremacists. This cannot stand.,14984637,-2.0
29107,951613263711744000,2018-01-12 00:34:16,D000197,Diana L. DeGette,D,CO,"Another extremely disturbing @POTUS comment on immigration that further proves his ""America First"" views are rooted in bigotry and xenophobia. Repeated rhetoric of this sort by the occupant of the White House is a disgrace to our nation. https://t.co/SDinDcfsZp",28599820,-2.0
7889,876874343703351298,2017-06-19 18:48:29,S001168,John P. Sarbanes,D,MD,Is @realDonaldTrump putting his deals with Saudi princes ahead of American interests? https://t.co/X4SUcM4iB8,364415553,-1.0
6758,862699114387185665,2017-05-11 16:01:11,K000382,Ann M. Kuster,D,NH,.@realDonaldTrump &amp; @SecPriceMD should know we're watching their actions not just their words in NH. @steinhauserNH1 https://t.co/w1paFZF0JD https://t.co/uAlULIe6VN,1058717720,-1.0
22234,872472719941677057,2017-06-07 15:18:00,M000087,Carolyn B. Maloney,D,NY,A lack of transparency and the endless stream of conflicting statements = Americans losing trust in @POTUS. (h/t @ABC) https://t.co/zKBqhOKVNK,258900199,-1.0
15257,825090959952207877,2017-01-27 21:19:48,C001066,Kathy Castor,D,FL,Potential lifting of sanctions on Russia is very serious. @POTUS should not reward Putin actions - https://t.co/eDd8zkciQI,1880674038,-1.0
26919,920665579912073216,2017-10-18 14:59:14,S001184,Tim Scott,R,SC,Heading to the @WhiteHouse this morning for bipartisan Senate Finance Committee meeting on #TaxReform. My goal is for you to #KeepYoMoney!,217543151,1.0
1782,817216576403501058,2017-01-06 03:49:49,C001070,Robert P. Casey,D,PA,"Tonight, I &amp; @PattyMurray urged @realDonaldTrump not to undo federal protections for campus sexual assault victims https://t.co/vzlGgyxooM",171598736,-1.0
11851,937787048769085441,2017-12-04 20:53:50,H000874,Steny H. Hoyer,D,MD,"@NancyPelosi @SenSchumer @SenatorDurbin @realDonaldTrump We are deeply troubled by today’s announcement, which would undermine the preservation of some of this country’s most important national monuments &amp; would remove protections for more than 2 million acres of public lands – the largest such elimination in our nation’s history. 4/4",22012091,-2.0
24825,899797204352761856,2017-08-22 00:55:45,W000822,Bonnie Watson Coleman,D,NJ,RT @RepDeSaulnier: .@POTUS's Charlottesville response was repugnant. Proud to defend our values &amp; support the #CensureTrump resolution http…,2968451607,-2.0
26176,913803869842432000,2017-09-29 16:33:14,D000614,Sean P. Duffy,R,WI,"RT @FoxNews: .@RepSeanDuffy: ""If the city won't defend their population, @POTUS will."" #Outnumbered https://t.co/5OcXzTDwRS",234022257,1.0
7195,867408713811988480,2017-05-24 15:55:27,B001288,Cory Anthony Booker,D,NJ,@realDonaldTrump Clearly @realDonaldTrump has not seen the tragic @nytimes photos exposing Duterte's savage war on drugs campaign: https://t.co/5wcQxMvdZy,2167097881,-1.0
24535,897447731568009216,2017-08-15 13:19:47,K000009,Marcy Kaptur,D,OH,"With @POTUS declaration of a national emergency on opioids, he should remember Medicaid is a key partner in providing treatment to millions. https://t.co/r0h8fowCSk",581141508,-1.0
24465,896511729638703104,2017-08-12 23:20:27,W000822,Bonnie Watson Coleman,D,NJ,"Sadly, this is not a surprise for millions of Americans who suffer daily at the hands discrimination &amp; hate speech greenlighted by @POTUS.",2968451607,-2.0
27161,923295683200741376,2017-10-25 21:10:19,D000600,Mario Diaz-Balart,R,FL,RT @SpeakerRyan: Step into my office. I’m about to sign &amp; send another bill to the @WhiteHouse to help communities hit by hurricanes. https…,37094727,1.0
27976,935967537828978688,2017-11-29 20:23:45,L000174,Patrick J. Leahy,D,VT,"A disgraceful new low, even for this #POTUS. When a president retweets inflammatory, unverified videos from anti-Muslim bigots, he amplifies &amp; validates their hateful propaganda. Will he ever stop trafficking in fact-free fear mongering? Too much to ask? https://t.co/6dU1X1pIjU",242836537,-2.0
2214,822100399872212993,2017-01-19 15:16:23,W000822,Bonnie Watson Coleman,D,NJ,.@realDonaldTrump It's important that the POTUS succeeds. I also pray that he represents the interests of those who support him. I don't wish ill will.,2968451607,0.0
2232,822125267577688064,2017-01-19 16:55:12,D000197,Diana L. DeGette,D,CO,.@realDonaldTrump said he had “the most respect” for women. Now he must walk the walk and #ProtectOurCare. #WomenAreWatching https://t.co/JFmqUgrX8z,28599820,-1.0
16098,829125449695555589,2017-02-08 00:31:26,S001175,Jackie Speier,D,CA,"&amp; after a weekend which suggested his poll numbers are dropping, @POTUS said on Mon, ""Any negative polls are fake news"" #TuesdayTrumpDump",24913074,-1.0
8043,879440220260888576,2017-06-26 20:44:22,V000131,Marc A. Veasey,D,TX,.@SenateGOP &amp; .@realDonaldTrump - What happened to no #Medicaid cuts? #Trumpcare https://t.co/J5JtHXupXG,1074129612,-1.0
15899,827590598773374976,2017-02-03 18:52:29,T000472,Mark Takano,D,CA,"It's a good time to remind you that @POTUS's Treasury Sec, top strategist, and the head of his econ team are all ex-Goldman Sachs employees.",1037321378,-1.0
